source,listing_id,category,url,title,price_vnd,price_raw,area_m2,area_raw,bedrooms,toilets,city,district,ward,location_raw,posted_date,scraped_at
batdongsan,bds_46303995,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tay-mo-vinhomes-smart-city/quy-cho-t9-2026-gia-chi-tu-5-5tr-u-o-chi-viec-xach-vali-vao-o-pr46303995,Quỹ Căn Cho Thuê Vinhomes Smart City T9/2026 - Giá Chỉ Từ 5.5Tr - Đủ Đồ Chỉ Việc Xách Vali Vào Ở,10000000.0,10 triệu/tháng,60.0,60 m²,,,Hà Nội,Nam Từ Liêm,Tây Mỗ mới,· Q. Nam Từ Liêm (P. Tây Mỗ mới),2026-09-16,2026-09-16
batdongsan,bds_46302744,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-times-city/quy-cho-1-2-3-4-phong-ngu-nha-cuc-ep-gia-chi-tu-10-5tr-thang-lh-em-tan-pr46302744,"Quỹ căn cho thuê 1,2,3,4 phòng ngủ nhà cực đẹp giá chỉ từ 10,5tr/tháng - LH em Tân : 0869 160 ***",14000000.0,14 triệu/tháng,82.0,82 m²,2.0,2.0,Hà Nội,Hai Bà Trưng,Vĩnh Tuy mới,· Q. Hai Bà Trưng (P. Vĩnh Tuy mới),2026-09-16,2026-09-16
batdongsan,bds_46105341,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-xa-duong-xa-vinhomes-ocean-park-gia-lam/em-hang-co-quy-cho-a-dang-tot-full-o-ep-view-ep-cap-nhat-lien-tuc-moi-ngay-pr46105341,"Quỹ căn hộ cho thuê Vinhomes Ocean Park 1 Gia Lâm đa dạng căn, giá tốt, cập nhật hàng ngày",5000000.0,5 triệu/tháng,43.0,43 m²,1.0,1.0,Hà Nội,Gia Lâm,Gia Lâm mới,· H. Gia Lâm (X. Gia Lâm mới),2026-09-16,2026-09-16
batdongsan,bds_46297069,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-phu-thuong-1-sunshine-golden-river/cho-165m-3pn-tang-cao-pr46297069,Cho thuê căn hộ Sunshine Golden River 165m2 | 3PN | tầng cao,45000000.0,45 triệu/tháng,165.0,· 165 m²,,,Hà Nội,Tây Hồ,Phú Thượng mới,Q. Tây Hồ (P. Phú Thượng mới),2026-09-16,2026-09-16
batdongsan,bds_46283509,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-dong-ngac-sunshine-city/cho-3-ngu-105m-full-noi-that-cao-cap-gia-chi-26tr-pr46283509,"Cho thuê căn hộ 3 ngủ, 105m2 full nội thất cao cấp, giá chỉ 26 triệu/th",26000000.0,26 triệu/tháng,105.0,· 105 m²,,,Hà Nội,Bắc Từ Liêm,Phú Thượng mới,Q. Bắc Từ Liêm (P. Phú Thượng mới),2026-09-13,2026-09-16
batdongsan,bds_46301536,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-dong-ngac-sunshine-city/cho-100m-3pn-gia-chi-17-trieu-thang-pr46301536,"Cho thuê Sunshine City 100m2, 3PN, giá chỉ 17,5 triệu/tháng",17500000.0,"17,5 triệu/tháng",100.0,· 100 m²,,,Hà Nội,Bắc Từ Liêm,Phú Thượng mới,Q. Bắc Từ Liêm (P. Phú Thượng mới),2026-09-16,2026-09-16
batdongsan,bds_46114836,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ly-thanh-tong-xa-duong-xa-the-pavilion-vinhomes-ocean-park/chinh-chu-cho-chcc-p3-cho-gia-lam-chcc-pavilon-pr46114836,Saleoff 30% tháng đầu tiên - Chính chủ cho thuê CHCC P3 Pavilion - Vinhomes Ocean Park,6000000.0,6 triệu/tháng,46.8,"· 46,8 m²",,,Hà Nội,Gia Lâm,Gia Lâm mới,H. Gia Lâm (X. Gia Lâm mới),2026-09-16,2026-09-16
batdongsan,bds_46209878,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-xa-da-ton-the-sapphire-2-vinhomes-ocean-park/chinh-chu-cho-1-phong-ngu-view-vin-university-huong-ong-nam-pr46209878,"Chính chủ cho thuê căn 1 phòng ngủ + view Vin University, hướng Đông Nam",7200000.0,"7,2 triệu/tháng",43.0,· 43 m²,,,Hà Nội,Gia Lâm,Gia Lâm mới,H. Gia Lâm (X. Gia Lâm mới),2026-09-13,2026-09-16
batdongsan,bds_46146784,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-xa-da-ton-the-sapphire-2-vinhomes-ocean-park/cho-gap-1n-43m-s2-17-co-le-tan-view-thoang-full-o-chi-7-trieu-vao-o-ngay-pr46146784,"Cần cho thuê gấp căn 1N + 43,2m2 S2.17 có lễ tân view thoáng full đồ chỉ 6,5tr/tháng, vào ở ngay",6500000.0,"6,5 triệu/tháng",43.2,"· 43,2 m²",,,Hà Nội,Gia Lâm,Gia Lâm mới,H. Gia Lâm (X. Gia Lâm mới),,2026-09-16
batdongsan,bds_46251526,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-eurowindow-multi-complex/hiem-cho-euro-window-27-2-ngu-o-co-ban-lam-van-phong-gia-13-trieu-pr46251526,"Hiếm! Cho thuê căn hộ Euro Window 27 Trần Duy Hưng, 2 ngủ, đồ cơ bản, làm văn phòng, giá 13 tr/th",13000000.0,13 triệu/tháng,90.0,· 90 m²,,,Hà Nội,Cầu Giấy,Yên Hòa mới,Q. Cầu Giấy (P. Yên Hòa mới),2026-09-16,2026-09-16
batdongsan,bds_46134688,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-tuan-phuong-nhan-chinh-the-legend-tower-109-nguyen-tuan/cho-cc-2pn-2wc-tai-109-16-5-trieu-75m2-gia-mem-vao-luon-hom-nay-pr46134688,"Cho thuê CC 2PN 2WC tại The Legend Tower 109 Nguyễn Tuân, 16,5 triệu, 75m2 giá mềm vào luôn hôm nay",16500000.0,"16,5 triệu/tháng",75.0,· 75 m²,,,Hà Nội,Thanh Xuân,Yên Hòa mới,Q. Thanh Xuân (P. Yên Hòa mới),2026-09-16,2026-09-16
batdongsan,bds_46293111,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-mo-lao-thap-doi-kepler-land/gia-chi-9-5-trieu-thang-cho-1pn-hien-vao-o-uoc-luon-cam-ket-re-nhat-quy-1pn-cho-thue-pr46293111,"Giá chỉ 9,5 triệu/tháng cho căn hộ 1PN hiện vào ở được luôn. Giá hời quỹ căn 1PN cho thuê",9500000.0,"9,5 triệu/tháng",45.0,· 45 m²,,,Hà Nội,Hà Đông,Hà Đông mới,Q. Hà Đông (P. Hà Đông mới),2026-09-16,2026-09-16
batdongsan,bds_46178508,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-me-tri-vinhomes-green-bay-me-tri/e-tung-ngo-ra-hang-gap-studio-full-o-ep-8-5tr-tt-3-coc-1-pr46178508,"Vinhomes Green Bay studio 26m2 giá 7,5tr/tháng",7500000.0,"7,5 triệu/tháng",26.0,· 26 m²,,,Hà Nội,Nam Từ Liêm,Đại Mỗ mới,Q. Nam Từ Liêm (P. Đại Mỗ mới),2026-09-16,2026-09-16
batdongsan,bds_46255588,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-xa-duong-xa-vinhomes-ocean-park-gia-lam/quy-cho-1-chi-tu-5-trieu-mien-phi-mo-gioi-tro-xem-nha-24-7-pr46255588,Quỹ căn cho thuê Vinhomes Ocean Park 1 chỉ từ 5 triệu miễn phí môi giới hỗ trợ xem nhà 24/7,5000000.0,5 triệu/tháng,30.0,30 m²,1.0,1.0,Hà Nội,Gia Lâm,Gia Lâm mới,· H. Gia Lâm (X. Gia Lâm mới),2026-09-16,2026-09-16
batdongsan,bds_45312749,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tay-mo-vinhomes-smart-city/cap-nhat-quy-moi-nhat-tu-nguyen-ban-en-full-noi-that-studio-en-3-phong-ngu-gia-tu-5tr-th-pr45312749,"Quỹ căn giá tốt cho thuê Smart City vào luôn từ Studio - 3PN giá chỉ từ 5,5tr/th",5500000.0,"5,5 triệu/tháng",28.0,28 m²,1.0,1.0,Hà Nội,Nam Từ Liêm,Tây Mỗ mới,· Q. Nam Từ Liêm (P. Tây Mỗ mới),2026-09-16,2026-09-16
batdongsan,bds_46126554,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-xa-duong-xa-vinhomes-ocean-park-gia-lam/mien-100-phi-moi-gioi-cho-chi-tu-5-trieu-thang-quy-ep-cap-pr46126554,"Quỹ căn cho thuê mới nhất Vinhomes Ocean Park giá từ 5 triệu | Miễn phí môi giới, đa dạng lựa chọn",5000000.0,5 triệu/tháng,28.0,28 m²,1.0,1.0,Hà Nội,Gia Lâm,Gia Lâm mới,· H. Gia Lâm (X. Gia Lâm mới),2026-09-16,2026-09-16
batdongsan,bds_46009006,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-mai-dong-1-vinhomes-times-city-park-hill/quy-cho-1-2-3-4-phong-ngu-nha-cuc-ep-gia-chi-tu-10-5tr-thang-lh-em-viet-pr46009006,"Quỹ căn cho thuê 1 2, 3, 4 phòng ngủ nhà cực đẹp giá chỉ từ 10,5tr/tháng - LH em Việt: 0868 598 ***",14500000.0,"14,5 triệu/tháng",82.0,82 m²,2.0,2.0,Hà Nội,Hoàng Mai,Vĩnh Tuy mới,· Q. Hoàng Mai (P. Vĩnh Tuy mới),2026-09-15,2026-09-16
batdongsan,bds_46086956,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-xa-duong-xa-vinhomes-ocean-park-gia-lam/quy-chinh-chu-cho-re-nhat-tu-5tr-th-mien-phi-moi-gioi-100-pr46086956,Quỹ căn hộ chính chủ cho thuê giá hời Vinhomes Ocean Park từ 5tr/th. Miễn phí môi giới 100%,5000000.0,5 triệu/tháng,36.0,36 m²,1.0,1.0,Hà Nội,Gia Lâm,Gia Lâm mới,· H. Gia Lâm (X. Gia Lâm mới),2026-09-14,2026-09-16
batdongsan,bds_46277180,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-xa-duong-xa-vinhomes-ocean-park-gia-lam/quy-cho-vin-ocp1-tu-studio-1pn-2pn-3pn-tot-nhat-mien-100-phi-mg-xem-nha-24-7-pr46277180,Quỹ căn cho thuê Vin OCP1 từ Studio - 1PN - 2PN - 3PN giá tốt miễn 100% phí MG xem nhà 24/7,5000000.0,5 triệu/tháng,43.0,43 m²,1.0,1.0,Hà Nội,Gia Lâm,Gia Lâm mới,· H. Gia Lâm (X. Gia Lâm mới),2026-09-12,2026-09-16
batdongsan,bds_45989538,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-times-city/cho-2pn-gia-tot-nhat-thi-truong-vao-o-luon-pr45989538,"Quỹ căn hộ cho thuê từ 1 - 4PN giá tốt thị trường Times City chỉ từ 10,5tr/tháng vào ở luôn",15000000.0,15 triệu/tháng,110.0,110 m²,3.0,2.0,Hà Nội,Hai Bà Trưng,Vĩnh Tuy mới,· Q. Hai Bà Trưng (P. Vĩnh Tuy mới),2026-09-12,2026-09-16
batdongsan,bds_46170734,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tay-mo-vinhomes-smart-city/12-8-quy-tram-gia-re-nao-gia-nao-cung-co-gui-yeu-cau-co-ngay-pr46170734,"14/9 quỹ căn thuê, giá rẻ Vinhomes Smart City căn nào giá nào cũng có, gửi yêu cầu có căn ngay",5500000.0,"5,5 triệu/tháng",32.0,32 m²,1.0,1.0,Hà Nội,Nam Từ Liêm,Tây Mỗ mới,· Q. Nam Từ Liêm (P. Tây Mỗ mới),2026-09-10,2026-09-16
batdongsan,bds_46275958,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/chinh-chu-cho-toa-s201-vin-2n-1vs-55m2-tang-26-pr46275958,"Chính chủ cho thuê căn hộ chung cư tòa S201 Vin Smart City, 2N 1VS, 55m2, Tầng 26.",10000000.0,10 triệu/tháng,55.0,55 m²,2.0,1.0,Hà Nội,Nam Từ Liêm,Tây Mỗ mới,· Q. Nam Từ Liêm (P. Tây Mỗ mới),2026-09-10,2026-09-16
batdongsan,bds_42961364,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-xa-duong-xa-vinhomes-ocean-park-gia-lam/tong-hop-quy-tot-cho-tai-ha-noi-studio-1n-2n-3n-pr42961364,Tổng hợp quỹ căn giá tốt cho thuê tại Vinhomes Ocean Park - Gia Lâm - Hà Nội (Studio - 1N -2N -3N),5000000.0,5 triệu/tháng,43.0,43 m²,1.0,1.0,Hà Nội,Gia Lâm,Gia Lâm mới,· H. Gia Lâm (X. Gia Lâm mới),2026-09-10,2026-09-16
batdongsan,bds_46273608,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-times-city/danh-sach-12-re-timescity-thang-9-2026-1pn-10-5tr-2pn-13tr-3pn-17tr-lh-pr46273608,"Danh sách 12 căn thuê rẻ Times City tháng 9/2026, 1PN-10,5tr, 2PN-13tr, 3PN-17tr. LH: 0969 048 ***",15000000.0,15 triệu/tháng,117.0,117 m²,3.0,2.0,Hà Nội,Hai Bà Trưng,Vĩnh Tuy mới,· Q. Hai Bà Trưng (P. Vĩnh Tuy mới),,2026-09-16
batdongsan,bds_42363013,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-vinhomes-d-capitale/cho-dcapitale-quy-thang-3-2025-gia-tot-xem-nha-goi-truoc-30-phut-lh-ngay-pr42363013,Báo đúng giá. Cho thuê D'Capitale. Quỹ căn tháng 9/2026 Studio-1-2-3 ngủ. LH ngay: 0972 226 ***,,Giá thỏa thuận,65.0,65 m²,2.0,2.0,Hà Nội,Cầu Giấy,Yên Hòa mới,Q. Cầu Giấy (P. Yên Hòa mới),2026-09-16,2026-09-16
batdongsan,bds_46301102,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-vinhomes-d-capitale/quy-hang-lon-200-cho-studi-1-ngu-2-ngu-3-ngu-thang-9-2026-lam-truc-tiep-chu-nha-pr46301102,Quỹ hàng lớn 200 căn cho thuê D'Capitale studi-1 ngủ-2 ngủ-3 ngủ tháng 9/2026 Làm trực tiếp chủ nhà,20000000.0,20 triệu/tháng,75.0,75 m²,2.0,2.0,Hà Nội,Cầu Giấy,Yên Hòa mới,Q. Cầu Giấy (P. Yên Hòa mới),2026-09-16,2026-09-16
batdongsan,bds_44051734,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-minh-giam-phuong-trung-hoa-4-mandarin-garden/cho-cc-dien-tich-tu-130-145-168-172-270m2-gia-chi-tu-25tr-thang-pr44051734,Hiếm Mandarin Garden cho thuê căn hộ diện tích: 130 - 145 - 172 - 270 - 307 Duplex chỉ từ 24tr/thág,24000000.0,24 triệu/tháng,172.0,172 m²,3.0,2.0,Hà Nội,Cầu Giấy,Yên Hòa mới,Q. Cầu Giấy (P. Yên Hòa mới),2026-09-16,2026-09-16
batdongsan,bds_44542130,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-van-tap-phuong-giang-bien-1-eco-city-viet-hung/chinh-chu-cho-cao-cap-ecocity-73m-15-trieu-thang-pr44542130,Chính chủ cho thuê căn hộ cao cấp Eco City. 11 triệu/tháng,11000000.0,11 triệu/tháng,73.0,73 m²,2.0,2.0,Hà Nội,Long Biên,Việt Hưng mới,Q. Long Biên (P. Việt Hưng mới),2026-09-16,2026-09-16
batdongsan,bds_45895812,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-royal-city/tong-hop-quy-1pn-2pn-3pn-4pn-duplex-san-vuon-ap-thong-tai-lh-pr45895812,"Tổng hợp quỹ căn hộ 1PN, 2PN, 3PN, 4PN, duplex, sân vườn, đập thông tại Royal City, LH: 0365 691 ***",,Giá thỏa thuận,133.0,133 m²,2.0,,Hà Nội,Thanh Xuân,Thanh Xuân mới,Q. Thanh Xuân (P. Thanh Xuân mới),2026-09-16,2026-09-16
batdongsan,bds_46183392,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-phu-thuong-1/cho-penhouse-sunshine-riverside-full-noi-that-sang-trong-pr46183392,"Cho thuê căn hộ Penthouse Sunshine Riverside Phú Thượng, full nội thất sang trọng",45000000.0,45 triệu/tháng,230.0,230 m²,4.0,4.0,Hà Nội,Tây Hồ,Phú Thượng mới,Q. Tây Hồ (P. Phú Thượng mới),2026-09-16,2026-09-16
batdongsan,bds_46299232,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-me-tri-vinhomes-green-bay-me-tri/gia-tot-cho-studio-1pn-2pn-3pn-full-o-cao-cap-tai-greenbay-pr46299232,Giá tốt cho thuê căn hộ Studio - 1PN - 2PN - 3PN full đồ cao cấp tại Vinhomes Green Bay,7500000.0,"7,5 triệu/tháng",32.0,32 m²,,,Hà Nội,Nam Từ Liêm,Đại Mỗ mới,Q. Nam Từ Liêm (P. Đại Mỗ mới),2026-09-15,2026-09-16
batdongsan,bds_46298818,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-le-trong-tan-phuong-la-khe-park-kiara/quy-cho-noi-bat-1-2-3-4pn-gia-re-ha-ong-tu-13tr-th-pr46298818,"Quỹ căn cho thuê nổi bật 1-2-3-4PN giá rẻ chung cư Park Kiara Lê Trọng Tấn, Hà Đông từ 13tr/th",13500000.0,"13,5 triệu/tháng",60.0,60 m²,2.0,2.0,Hà Nội,Hà Đông,Dương Nội mới,Q. Hà Đông (P. Dương Nội mới),2026-09-15,2026-09-16
batdongsan,bds_46301075,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-vu-pham-ham-phuong-trung-hoa-4-yen-hoa-sunshine/cho-dien-tich-77m-gia-13-trieu-thang-pr46301075,"Cho thuê căn hộ Yên Hoà Sunshine diện tích 77m2, giá 13 triệu/tháng",13000000.0,13 triệu/tháng,77.0,· 77 m²,,,Hà Nội,Cầu Giấy,Yên Hòa mới,Q. Cầu Giấy (P. Yên Hòa mới),2026-09-16,2026-09-16
batdongsan,bds_46250815,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-huyen-phuong-xuan-tao-chung-cu-han-jardin/cho-3pn-toa-full-o-co-slot-oto-lh-pr46250815,"Cho thuê 4PN| Tòa Han Jardin full đồ, có slot ô tô. LH 0355 392 ***",26000000.0,26 triệu/tháng,142.0,· 142 m²,,,Hà Nội,Bắc Từ Liêm,Xuân Đỉnh mới,Q. Bắc Từ Liêm (P. Xuân Đỉnh mới),2026-09-16,2026-09-16
batdongsan,bds_46131856,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-goldseason/hot-cho-gold-season-47-70m2-2pn-full-o-15tr-th-anh-that-100-pr46131856,Hot! Cho thuê căn hộ Gold Season 47 Nguyễn Tuân. 70m2. 2PN full đồ 15tr/th (ảnh thật 100%),15000000.0,15 triệu/tháng,70.0,· 70 m²,,,Hà Nội,Thanh Xuân,Thanh Xuân mới,Q. Thanh Xuân (P. Thanh Xuân mới),2026-09-16,2026-09-16
batdongsan,bds_46240903,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-pho-le-van-thiem-phuong-nhan-chinh-chung-cu-golden-west/gap-cho-so-2-2-ngu-full-2-wc-gia-chi-14-trieu-thang-pr46240903,Gấp! Cho thuê căn hộ Golden West số 2 Lê Văn Thiêm 2 ngủ full 2 WC giá chỉ 14 triệu/ tháng,14000000.0,14 triệu/tháng,82.0,· 82 m²,,,Hà Nội,Thanh Xuân,Thanh Xuân mới,Q. Thanh Xuân (P. Thanh Xuân mới),2026-09-16,2026-09-16
batdongsan,bds_46298554,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-chi-thanh-phuong-lang-thuong-vinhomes-nguyen-chi-thanh/cho-chcc-110m-3pn-full-noi-that-tang-cao-tai-gia-23-trieu-pr46298554,"Cho thuê CHCC 110m, 3PN full nội thất, tầng cao tại Vinhomes Nguyễn Chí Thanh giá 23 triệu",23000000.0,23 triệu/tháng,110.0,110 m²,3.0,2.0,Hà Nội,Đống Đa,Láng mới,Q. Đống Đa (P. Láng mới),2026-09-15,2026-09-16
batdongsan,bds_37721099,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-lac-long-quan-phuong-phu-thuong-1-d-el-dorado/chinh-chu-cho-gap-659a-tay-ha-noi-pr37721099,"Chính chủ cho thuê gấp căn hộ chung cư D’. El Dorado 659A Lạc Long Quân, Tây Hồ, Hà Nội",25000000.0,25 triệu/tháng,87.0,87 m²,2.0,,Hà Nội,Tây Hồ,Tây Hồ mới,Q. Tây Hồ (P. Tây Hồ mới),2026-09-15,2026-09-16
batdongsan,bds_46161033,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tay-mo-vinhomes-smart-city/tu-studio-en-3pn-co-mien-phi-dich-vu-cho-o-o-to-ham-xem-ca-ngay-nghi-hoan-toan-mien-phi-pr46161033,"Cho thuê Vinhomes Smart City: Có căn miễn phí dịch vụ, sẵn chỗ ô tô hầm, xem nhà cả ngày nghỉ",5500000.0,"5,5 triệu/tháng",48.0,48 m²,1.0,1.0,Hà Nội,Nam Từ Liêm,Tây Mỗ mới,Q. Nam Từ Liêm (P. Tây Mỗ mới),2026-09-15,2026-09-16
batdongsan,bds_46295032,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-pham-ngoc-thach-phuong-nam-dong-3/cho-tap-the-b3-trung-tu-ngo-46c-tang-5-pr46295032,"Cho thuê tập thể B3 - Trung Tự, ngõ 46C Phạm Ngọc Thạch, tầng 5",6500000.0,"6,5 triệu/tháng",35.0,35 m²,,,Hà Nội,Đống Đa,Kim Liên mới,Q. Đống Đa (P. Kim Liên mới),2026-09-15,2026-09-16
batdongsan,bds_45301933,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-pho-lieu-giai-phuong-ngoc-khanh-vinhomes-metropolis-lieu-giai-14603/quy-cho-1pn-2pn-3pn-4pn-tai-re-nhat-thi-truong-lh-0963161697-pr45301933,"Quỹ căn cho thuê 1PN, 2PN, 3PN, 4PN Vinhomes Metropolis, ngắn hạn/dài hạn, giá tốt thị trường!",19000000.0,19 triệu/tháng,55.0,55 m²,1.0,1.0,Hà Nội,Ba Đình,Ngọc Hà mới,Q. Ba Đình (P. Ngọc Hà mới),2026-09-14,2026-09-16
batdongsan,bds_46262020,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-royal-city/chinh-chu-cho-dt181m2-3pn-full-o-ep-lh-o936-363-925-pr46262020,"Chính chủ cho thuê căn hộ Royal City, dt181m2, 3PN, Full đồ đẹp. LH O936.363.925",,Giá thỏa thuận,181.0,181 m²,3.0,2.0,Hà Nội,Thanh Xuân,Thanh Xuân mới,Q. Thanh Xuân (P. Thanh Xuân mới),2026-09-13,2026-09-16
batdongsan,bds_45679716,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-times-city/cho-o-time-city-pr45679716,Cho thuê căn hộ chung cư ở Times City,10500000.0,"10,5 triệu/tháng",53.0,53 m²,,,Hà Nội,Hai Bà Trưng,Vĩnh Tuy mới,Q. Hai Bà Trưng (P. Vĩnh Tuy mới),2026-09-13,2026-09-16
batdongsan,bds_44254074,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-me-tri-vinhomes-green-bay-me-tri/bql-greenbay-quy-cho-gia-tot-nhat-thi-truong-da-dang-tu-studio-1-2-3-4pn-pr44254074,"BQL Vinhomes Greenbay: Quỹ căn cho thuê giá tốt thị trường, đa dạng căn hộ từ Studio 28m2",8000000.0,8 triệu/tháng,28.0,28 m²,1.0,1.0,Hà Nội,Nam Từ Liêm,Đại Mỗ mới,Q. Nam Từ Liêm (P. Đại Mỗ mới),2026-09-13,2026-09-16
batdongsan,bds_36391599,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-imperia-sky-garden/ban-quan-li-gui-em-cho-gap-2pn-3pn-du-an-lh-xem-nha-tpkd-0387042000-pr36391599,"Ban quản lý gửi em cho thuê gấp căn hộ 2PN, 3PN dự án Imperia Sky Garden",13500000.0,"13,5 triệu/tháng",80.0,80 m²,2.0,2.0,Hà Nội,Hai Bà Trưng,Vĩnh Tuy mới,Q. Hai Bà Trưng (P. Vĩnh Tuy mới),2026-09-12,2026-09-16
batdongsan,bds_46287667,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-co-thach-phuong-cau-dien-golden-field-my-dinh/chinh-chu-cho-inh-120m-3pn-2vs-o-ban-15tr-pr46287667,"Chính Chủ Cho Thuê Chung Cư Golden Field Mỹ Đình 120m² 3PN 2VS, Đồ Cơ Bản 15tr",15000000.0,15 triệu/tháng,120.0,120 m²,3.0,2.0,Hà Nội,Nam Từ Liêm,Từ Liêm mới,Q. Nam Từ Liêm (P. Từ Liêm mới),2026-09-12,2026-09-16
batdongsan,bds_46236715,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-royal-city/bql-tong-hop-quy-2pn-3pn-4pn-duplex-penthouse-gia-chi-tu-16-trieu-thang-pr46236715,"BQL tổng hợp quỹ căn Royal City 2PN - 3PN - 4PN duplex, penthouse giá chỉ từ 16 triệu/tháng",16000000.0,16 triệu/tháng,112.0,112 m²,2.0,2.0,Hà Nội,Thanh Xuân,Thanh Xuân mới,Q. Thanh Xuân (P. Thanh Xuân mới),2026-09-12,2026-09-16
batdongsan,bds_46286339,can_ho_chung_cu,https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-pho-hoang-ngoc-phach-phuong-lang-ha-3/chinh-chu-cho-tap-the-85-m2-sach-ep-tho-pr46286339,"Chính chủ cho thuê căn hộ tập thể phố Hoàng Ngọc Phách, 85 m2, 3PN sạch đẹp, thoáng mát",7500000.0,"7,5 triệu/tháng",85.0,85 m²,3.0,,Hà Nội,Đống Đa,Giảng Võ mới,Q. Đống Đa (P. Giảng Võ mới),2026-09-12,2026-09-16
